"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mu_p_srem","0.549","0.036","0.48","0.525","0.549","0.574","0.622","1.001","16000"
"sd_logit_p_srem","0.998","0.102","0.795","0.932","1","1.067","1.194","1.001","20000"
"epsilon_p","0.509","0.07","0.354","0.467","0.515","0.558","0.629","1.001","20000"
"beta_dj[2]","0.213","0.017","0.181","0.201","0.212","0.224","0.248","1.001","20000"
"alpha_dj[2]","0.647","0.156","0.381","0.538","0.633","0.743","0.987","1.001","20000"
"alpha_dj[3]","0.792","0.174","0.489","0.668","0.78","0.903","1.166","1.001","12000"
"alpha_dj[4]","1.651","0.288","1.14","1.448","1.63","1.833","2.267","1.001","20000"
"alpha_dj[5]","0.722","0.166","0.438","0.604","0.709","0.823","1.09","1.001","20000"
"alpha_dj[6]","0.867","0.189","0.535","0.734","0.854","0.987","1.273","1.001","20000"
"alpha_dj[7]","0.385","0.108","0.205","0.308","0.373","0.45","0.626","1.001","20000"
"alpha_dj[8]","0.951","0.194","0.616","0.816","0.937","1.071","1.374","1.001","12000"
"alpha_dj[9]","0.687","0.198","0.364","0.547","0.666","0.802","1.133","1.001","9800"
"alpha_dj[10]","0.578","0.144","0.343","0.476","0.563","0.663","0.908","1.001","20000"
"alpha_dj[11]","0.523","0.12","0.32","0.439","0.512","0.597","0.789","1.001","17000"
"alpha_dj[12]","0.53","0.126","0.318","0.439","0.518","0.607","0.806","1.001","15000"
"alpha_dj[13]","0.892","0.195","0.559","0.754","0.875","1.009","1.319","1.002","1700"
"alpha_dj[14]","1.071","0.214","0.706","0.921","1.053","1.201","1.54","1.001","20000"
"alpha_dj[15]","0.859","0.185","0.544","0.727","0.842","0.971","1.269","1.001","20000"
"alpha_dj[16]","1.419","0.284","0.933","1.22","1.394","1.594","2.031","1.001","7300"
"alpha_dj[17]","1.67","0.29","1.164","1.465","1.648","1.855","2.295","1.001","20000"
"alpha_dj[18]","1.522","0.29","1.037","1.318","1.494","1.697","2.165","1.001","20000"
"alpha_dj[19]","2.106","0.37","1.464","1.848","2.079","2.336","2.908","1.001","5000"
"alpha_dj[20]","1","0.188","0.674","0.866","0.987","1.118","1.407","1.001","3900"
"alpha_dj[21]","0.556","0.117","0.355","0.473","0.546","0.629","0.814","1.001","20000"
"alpha_dj[22]","1.199","0.216","0.822","1.047","1.182","1.332","1.666","1.001","20000"
"alpha_dj[23]","0.341","0.099","0.184","0.271","0.329","0.399","0.571","1.001","20000"
"alpha_dj[24]","0.444","0.134","0.231","0.347","0.427","0.52","0.75","1.001","20000"
"alpha_dj[25]","0.651","0.168","0.372","0.53","0.633","0.753","1.03","1.001","20000"
"alpha_dj[26]","0.417","0.128","0.216","0.326","0.401","0.49","0.714","1.001","20000"
"alpha_dj[27]","0.925","0.215","0.561","0.773","0.906","1.056","1.407","1.001","15000"
"alpha_dj[28]","0.623","0.159","0.365","0.509","0.605","0.714","0.983","1.001","20000"
"alpha_dj[29]","1.485","0.3","0.972","1.274","1.458","1.67","2.135","1.001","20000"
"alpha_dj[30]","0.656","0.175","0.372","0.532","0.634","0.759","1.054","1.001","20000"
"alpha_dj[31]","0.873","0.202","0.535","0.731","0.852","0.997","1.325","1.001","20000"
"alpha_dj[32]","1.092","0.251","0.674","0.911","1.068","1.246","1.651","1.001","11000"
"alpha_dj[33]","1.314","0.291","0.831","1.105","1.286","1.492","1.952","1.001","14000"
"alpha_dj[34]","0.921","0.214","0.561","0.769","0.9","1.05","1.397","1.001","20000"
"alpha_dj[35]","0.749","0.184","0.445","0.619","0.73","0.86","1.167","1.001","20000"
